"Date","ST","ET","use[kW]","gen [kW]","House overall [kW]","Dishwasher [kW]","Furnace 1 [kW]","Furnace 2 [kW]","Home office [kW]","Fridge [kW]","Wine cellar [kW]","Garage door [kW]","Kitchen 12 [kW]","Kitchen 14 [kW]","Kitchen 38 [kW]","Barn [kW]","Well [kW]","Microwave [kW]","Living room [kW]","Solar [kW]"
"2/2/2017","8:00","9:00","1.82235","0.003416667","1.82235","6.67E-5","0.49665","0.677","0.254533333","0.004916667","0.0071","0.012783333","0.000716667","0.000116667","1.67E-5","0.030966667","0.001016667","0.010066667","0.0016","0.003416667"
"2/2/2017","9:00","10:00","2.642516667","0.002033333","2.642516667","8.33E-5","0.49875","0.575566667","0.255533333","0.004566667","0.007033333","0.012666667","0.0004","0.000583333","1.67E-5","0.088066667","0.0015","1.040766667","0.001366667","0.002033333"
"2/2/2017","10:00","11:00","1.73935","0.003133333","1.73935","0.0001","0.49445","0.48835","0.255816667","0.00475","0.007016667","0.012716667","0.000616667","0.000316667","1.67E-5","0.113516667","0.001166667","0.004383333","0.001583333","0.003133333"
"2/2/2017","11:00","12:00","1.1872","0.003083333","1.1872","0.00025","0.453816667","0.062883333","0.256033333","0.004566667","0.024716667","0.0125","0.0007","0.0006","0","0.031766667","0.001066667","0.0045","0.001166667","0.003083333"
"2/2/2017","12:00","13:00","1.19095","0.003083333","1.19095","0.000216667","0.3874","0.061883333","0.256866667","0.004933333","0.101783333","0.012533333","0.0007","0.000583333","1.67E-5","0.03175","0.00105","0.0045","0.00115","0.003083333"
"2/2/2017","13:00","14:00","0.833083333","0.003066667","0.833083333","1.67E-5","0.02065","0.063066667","0.254583333","0.004816667","0.097183333","0.013016667","0.000666667","0.000216667","1.67E-5","0.03175","0.001066667","0.0045","0.001166667","0.003066667"
"2/2/2017","14:00","15:00","0.834283333","0.003066667","0.834283333","0","0.020616667","0.062033333","0.25655","0.004816667","0.100833333","0.013033333","0.000666667","0.00025","1.67E-5","0.031733333","0.00105","0.004516667","0.0012","0.003066667"
"2/2/2017","15:00","16:00","0.840433333","0.003066667","0.840433333","1.67E-5","0.0206","0.06265","0.256016667","0.004816667","0.10915","0.013033333","0.00065","0.00025","0","0.031683333","0.001066667","0.0045","0.001183333","0.003066667"
"2/2/2017","16:00","17:00","0.869733333","0.00305","0.869733333","1.67E-5","0.02055","0.061916667","0.256183333","0.004816667","0.113066667","0.012983333","0.000666667","0.000233333","0","0.031833333","0.001066667","0.004533333","0.001233333","0.00305"
"2/2/2017","17:00","18:00","0.853883333","0.00305","0.853883333","0","0.020566667","0.063733333","0.2553","0.005216667","0.114266667","0.013","0.000666667","0.00025","0","0.03175","0.001066667","0.004516667","0.00115","0.00305"
"2/2/2017","18:00","19:00","0.8491","0.003083333","0.8491","1.67E-5","0.0206","0.063483333","0.256683333","0.004816667","0.116666667","0.013033333","0.000666667","0.00025","1.67E-5","0.0318","0.00105","0.004516667","0.001166667","0.003083333"
"2/2/2017","19:00","20:00","1.013333333","0.00305","1.013333333","0","0.020933333","0.198366667","0.2542","0.004883333","0.119133333","0.013116667","0.00065","0.000183333","0","0.0317","0.001066667","0.0045","0.001216667","0.00305"
"2/2/2017","20:00","21:00","1.3159","0.003033333","1.3159","1.67E-5","0.0214","0.415216667","0.2478","0.004983333","0.120566667","0.013316667","0.000583333","0.0001","1.67E-5","0.086216667","0.00115","0.00445","0.00135","0.003033333"
"2/2/2017","21:00","22:00","1.654516667","0.00305","1.654516667","6.67E-5","0.022033333","0.680333333","0.23785","0.005116667","0.122116667","0.01355","0.00055","1.67E-5","1.67E-5","0.119366667","0.0012","0.00445","0.001483333","0.00305"
"2/2/2017","22:00","23:00","1.582083333","0.003066667","1.582083333","5.00E-5","0.02205","0.681716667","0.242433333","0.00555","0.1224","0.01355","0.000566667","1.67E-5","3.33E-5","0.031666667","0.001083333","0.004483333","0.001166667","0.003066667"
"2/2/2017","23:00","0:00","1.440416667","0.0032","1.440416667","5.00E-5","0.0219","0.618516667","0.246733333","0.005133333","0.122366667","0.013483333","0.000616667","3.33E-5","0","0.03155","0.00105","0.004383333","0.001383333","0.0032"
"2/2/2017","0:00","1:00","1.42185","0.00305","1.42185","3.33E-5","0.021783333","0.592583333","0.202433333","0.005133333","0.122","0.013433333","0.000583333","1.67E-5","1.67E-5","0.0316","0.001066667","0.004483333","0.001216667","0.00305"
"2/2/2017","1:00","2:00","0.7322","0.00305","0.7322","1.67E-5","0.020733333","0.142666667","0.043333333","0.0408","0.122133333","0.013083333","0.000566667","1.67E-5","0","0.031883333","0.001016667","0.0045","0.001216667","0.00305"
"2/2/2017","2:00","3:00","0.523216667","0.003366667","0.523216667","1.67E-5","0.086866667","0.062966667","0.043383333","0.005","0.122116667","0.012933333","0.000716667","8.33E-5","1.67E-5","0.03185","0.001033333","0.0043","0.001516667","0.003366667"
"2/2/2017","3:00","4:00","0.50875","0.00335","0.50875","0","0.064783333","0.064533333","0.043383333","0.005","0.122316667","0.013","0.000716667","6.67E-5","0","0.03185","0.001016667","0.0043","0.001516667","0.00335"
"2/2/2017","4:00","5:00","0.613583333","0.003333333","0.613583333","3.33E-5","0.11965","0.0639","0.043416667","0.00495","0.122266667","0.01285","0.0007","0.000133333","0","0.03415","0.001016667","0.004316667","0.0015","0.003333333"
"2/2/2017","5:00","6:00","0.917666667","0.00335","0.917666667","0.000133333","0.311366667","0.063033333","0.0436","0.004766667","0.12215","0.0126","0.000683333","0.000333333","0","0.17555","0.00125","0.00425","0.001833333","0.00335"
"2/3/2017","6:00","7:00","0.9594","0.003366667","0.9594","0.000266667","0.500116667","0.06225","0.043666667","0.00465","0.12225","0.012333333","0.000716667","0.000466667","1.67E-5","0.036783333","0.001016667","0.004266667","0.001483333","0.003366667"
"2/3/2017","7:00","8:00","0.918633333","0.003383333","0.918633333","0.000266667","0.47045","0.062633333","0.043716667","0.004683333","0.1223","0.0124","0.000783333","0.000416667","0","0.031633333","0.001033333","0.004266667","0.001466667","0.003383333"
"2/3/2017","8:00","9:00","0.837","0.003416667","0.837","0.000233333","0.449533333","0.062183333","0.043516667","0.004716667","0.12275","0.012416667","0.000766667","0.000416667","3.33E-5","0.031783333","0.001016667","0.004233333","0.001633333","0.003416667"
"2/3/2017","9:00","10:00","0.494866667","0.0034","0.494866667","3.33E-5","0.0948","0.0639","0.043283333","0.005","0.123116667","0.0129","0.000733333","0.0001","0","0.031766667","0.001","0.004216667","0.001633333","0.0034"
"2/3/2017","10:00","11:00","0.5872","0.003433333","0.5872","1.67E-5","0.020833333","0.200883333","0.043166667","0.005133333","0.123616667","0.013133333","0.0007","1.67E-5","0","0.031766667","0.001","0.004233333","0.001616667","0.003433333"
"2/3/2017","11:00","12:00","0.9307","0.003383333","0.9307","3.33E-5","0.021383333","0.451233333","0.042916667","0.042216667","0.124066667","0.013316667","0.000583333","0.000166667","3.33E-5","0.031766667","0.001","0.004233333","0.001616667","0.003383333"
"2/3/2017","12:00","13:00","1.36085","0.003433333","1.36085","6.67E-5","0.021883333","0.685333333","0.042616667","0.167066667","0.12385","0.0135","0.000233333","0.0004","1.67E-5","0.031666667","0.001","0.0042","0.001516667","0.003433333"
"2/3/2017","13:00","14:00","1.36195","0.0034","1.36195","6.67E-5","0.021866667","0.686983333","0.04265","0.166733333","0.123733333","0.013466667","0.000266667","0.000433333","1.67E-5","0.031716667","0.001","0.004216667","0.001616667","0.0034"
"2/3/2017","14:00","15:00","1.149316667","0.00345","1.149316667","6.67E-5","0.021883333","0.657","0.042783333","0.0222","0.12385","0.0135","0.0006","0.00025","1.67E-5","0.031733333","0.001016667","0.004233333","0.001666667","0.00345"
"2/3/2017","15:00","16:00","1.032816667","0.0034","1.032816667","5.00E-5","0.0216","0.576016667","0.042733333","0.00875","0.12335","0.013383333","0.000616667","0.000183333","0","0.03165","0.001","0.0042","0.00165","0.0034"
"2/3/2017","16:00","17:00","0.7142","0.003416667","0.7142","3.33E-5","0.021083333","0.309983333","0.043066667","0.005166667","0.123316667","0.013183333","0.000666667","5.00E-5","1.67E-5","0.03175","0.001","0.004233333","0.001633333","0.003416667"
"2/3/2017","17:00","18:00","0.497066667","0.003416667","0.497066667","1.67E-5","0.096983333","0.062866667","0.043283333","0.005","0.123283333","0.012883333","0.00075","6.67E-5","1.67E-5","0.031783333","0.001016667","0.004233333","0.0017","0.003416667"
"2/3/2017","18:00","19:00","0.465133333","0.00345","0.465133333","1.67E-5","0.0645","0.062633333","0.04325","0.005016667","0.12335","0.01295","0.000716667","8.33E-5","1.67E-5","0.0318","0.001","0.004233333","0.001633333","0.00345"
"2/3/2017","19:00","20:00","0.512933333","0.003416667","0.512933333","1.67E-5","0.111333333","0.063883333","0.0433","0.004966667","0.123866667","0.012883333","0.000733333","8.33E-5","1.67E-5","0.031816667","0.001016667","0.004233333","0.001683333","0.003416667"
"2/3/2017","20:00","21:00","0.651283333","0.003416667","0.651283333","1.67E-5","0.114583333","0.0632","0.043283333","0.114166667","0.124266667","0.012916667","0.000466667","3.33E-5","0","0.0318","0.001","0.004233333","0.001666667","0.003416667"
"2/3/2017","21:00","22:00","0.71045","0.003433333","0.71045","5.00E-5","0.14205","0.062783333","0.043283333","0.1407","0.124316667","0.012866667","0.000416667","3.33E-5","1.67E-5","0.031816667","0.001033333","0.00425","0.00165","0.003433333"
"2/3/2017","22:00","23:00","1.195683333","0.0034","1.195683333","0.000266667","0.502566667","0.062733333","0.0436","0.137516667","0.12375","0.012016667","0.00045","0.0004","0","0.031716667","0.001033333","0.004233333","0.001566667","0.0034"
"2/3/2017","23:00","0:00","1.184766667","0.003433333","1.184766667","0.00025","0.470266667","0.064116667","0.04355","0.14055","0.1239","0.012033333","0.000466667","0.000366667","0","0.03175","0.001016667","0.004216667","0.00155","0.003433333"
"2/3/2017","0:00","1:00","1.157433333","0.003416667","1.157433333","0.000283333","0.449333333","0.0631","0.043783333","0.136216667","0.1236","0.01205","0.0005","0.000366667","1.67E-5","0.03165","0.001033333","0.004216667","0.001433333","0.003416667"
"2/3/2017","1:00","2:00","0.815616667","0.003416667","0.815616667","5.00E-5","0.09545","0.06185","0.04375","0.136283333","0.12415","0.01255","0.000466667","0.000116667","0","0.03165","0.001016667","0.004233333","0.001433333","0.003416667"
"2/3/2017","2:00","3:00","0.61905","0.003433333","0.61905","0","0.020683333","0.091566667","0.0435","0.135716667","0.1245","0.013066667","0.00045","6.67E-5","1.67E-5","0.031733333","0.001","0.00425","0.0015","0.003433333"
"2/3/2017","3:00","4:00","0.754166667","0.003416667","0.754166667","0","0.020916667","0.205066667","0.043166667","0.135466667","0.124466667","0.01315","0.0004","0.0001","0","0.031833333","0.001","0.00425","0.001583333","0.003416667"
"2/3/2017","4:00","5:00","1.042116667","0.003416667","1.042116667","6.67E-5","0.021316667","0.448866667","0.04315","0.13515","0.124483333","0.0133","0.000366667","0.000233333","1.67E-5","0.03155","0.001016667","0.0042","0.001466667","0.003416667"
"2/3/2017","5:00","6:00","1.324533333","0.0034","1.324533333","6.67E-5","0.021783333","0.688783333","0.042616667","0.134766667","0.124433333","0.013433333","0.000316667","0.000366667","1.67E-5","0.031666667","0.001","0.0042","0.0015","0.0034"
"2/3/2017","6:00","7:00","1.359466667","0.003416667","1.359466667","6.67E-5","0.062083333","0.684833333","0.042633333","0.1343","0.124266667","0.0134","0.000316667","0.000333333","1.67E-5","0.031633333","0.001","0.004183333","0.0016","0.003416667"
"2/3/2017","7:00","8:00","1.3133","0.003383333","1.3133","3.33E-5","0.096716667","0.6216","0.042633333","0.13045","0.1241","0.01325","0.000333333","0.000266667","3.33E-5","0.03155","0.001","0.0042","0.001533333","0.003383333"
"2/3/2017","8:00","9:00","1.603183333","0.003383333","1.603183333","6.67E-5","0.449833333","0.573416667","0.043166667","0.12815","0.123633333","0.012716667","0.000366667","1.67E-5","0","0.031383333","0.001","0.004183333","0.001583333","0.003383333"
"2/3/2017","9:00","10:00","1.208766667","0.0034","1.208766667","0.000233333","0.496116667","0.138516667","0.043466667","0.126666667","0.123016667","0.01235","0.00045","0.000283333","1.67E-5","0.12705","0.001133333","0.004183333","0.001833333","0.0034"
"2/3/2017","10:00","11:00","1.072566667","0.003383333","1.072566667","0.00025","0.49455","0.063866667","0.0435","0.125683333","0.123066667","0.0123","0.00045","0.000316667","3.33E-5","0.07765","0.001066667","0.0042","0.001766667","0.003383333"
"2/3/2017","11:00","12:00","1.0283","0.003433333","1.0283","0.00025","0.493","0.063183333","0.043466667","0.1253","0.123083333","0.0123","0.000483333","0.0003","1.67E-5","0.031683333","0.001016667","0.0042","0.001633333","0.003433333"
"2/3/2017","12:00","13:00","1.025233333","0.003383333","1.025233333","0.000266667","0.491666667","0.061983333","0.043483333","0.124933333","0.123216667","0.012316667","0.000483333","0.0003","0","0.03175","0.001016667","0.004216667","0.001516667","0.003383333"
"2/3/2017","13:00","14:00","1.025866667","0.003416667","1.025866667","0.00025","0.491116667","0.063333333","0.0435","0.124283333","0.123516667","0.01235","0.000483333","0.0003","1.67E-5","0.03175","0.001016667","0.004233333","0.001566667","0.003416667"
"2/3/2017","14:00","15:00","1.095533333","0.003383333","1.095533333","0.00025","0.4564","0.062083333","0.043483333","0.123783333","0.123583333","0.01235","0.000433333","0.000316667","1.67E-5","0.1515","0.001183333","0.004183333","0.00185","0.003383333"
"2/3/2017","15:00","16:00","0.99885","0.0034","0.99885","0.000216667","0.4346","0.063683333","0.0434","0.123433333","0.1237","0.012416667","0.000483333","0.000266667","1.67E-5","0.064383333","0.00105","0.0042","0.001666667","0.0034"
"2/3/2017","16:00","17:00","0.584066667","0.0034","0.584066667","1.67E-5","0.0373","0.0624","0.043166667","0.12375","0.12415","0.012933333","0.000433333","1.67E-5","1.67E-5","0.031783333","0.001","0.004233333","0.001616667","0.0034"
"2/3/2017","17:00","18:00","0.568116667","0.003433333","0.568116667","0","0.020516667","0.063133333","0.0432","0.123483333","0.12405","0.013","0.000416667","1.67E-5","0","0.031816667","0.001","0.004233333","0.001666667","0.003433333"
"2/3/2017","18:00","19:00","0.5922","0.0034","0.5922","0","0.020566667","0.0839","0.043166667","0.123","0.12405","0.013","0.000433333","3.33E-5","0","0.031766667","0.001016667","0.004216667","0.001616667","0.0034"
"2/3/2017","19:00","20:00","0.6984","0.003416667","0.6984","0","0.02075","0.173116667","0.043133333","0.122733333","0.1242","0.013066667","0.000433333","8.33E-5","1.67E-5","0.0318","0.001","0.004233333","0.001666667","0.003416667"
"2/3/2017","20:00","21:00","0.872033333","0.003416667","0.872033333","1.67E-5","0.021033333","0.320066667","0.043","0.122366667","0.124166667","0.0132","0.000416667","0.00015","1.67E-5","0.031766667","0.001","0.004216667","0.001583333","0.003416667"
"2/3/2017","21:00","22:00","1.318816667","0.003433333","1.318816667","6.67E-5","0.031916667","0.687516667","0.042716667","0.1227","0.1245","0.0135","0.00035","0.00035","1.67E-5","0.031716667","0.001","0.004216667","0.001583333","0.003433333"
"2/3/2017","22:00","23:00","1.3866","0.003383333","1.3866","5.00E-5","0.1081","0.681283333","0.042716667","0.1224","0.12405","0.013333333","0.000333333","0.0003","0","0.031733333","0.001","0.0042","0.001583333","0.003383333"
"2/3/2017","23:00","0:00","1.384583333","0.003416667","1.384583333","5.00E-5","0.113466667","0.675866667","0.04275","0.121933333","0.12405","0.013383333","0.000366667","0.000283333","3.33E-5","0.03175","0.001","0.004216667","0.001616667","0.003416667"
"2/3/2017","0:00","1:00","1.2114","0.003383333","1.2114","5.00E-5","0.062533333","0.575333333","0.042766667","0.121666667","0.123816667","0.01335","0.00035","0.00025","1.67E-5","0.0318","0.001016667","0.004216667","0.001583333","0.003383333"
"2/3/2017","1:00","2:00","1.07305","0.003416667","1.07305","1.67E-5","0.12325","0.407733333","0.042966667","0.121283333","0.123666667","0.013133333","0.0004","0.000133333","1.67E-5","0.031716667","0.001","0.004216667","0.001566667","0.003416667"
"2/3/2017","2:00","3:00","0.891583333","0.003416667","0.891583333","0.000166667","0.359066667","0.0623","0.043516667","0.12125","0.12305","0.012533333","0.0005","0.0002","0","0.031666667","0.001016667","0.004233333","0.001683333","0.003416667"
"2/3/2017","3:00","4:00","0.8999","0.003433333","0.8999","0.00025","0.477683333","0.06275","0.043616667","0.036433333","0.123016667","0.012433333","0.000683333","0.000383333","1.67E-5","0.031816667","0.001016667","0.00425","0.001616667","0.003433333"
"2/3/2017","4:00","5:00","0.830633333","0.003416667","0.830633333","0.000233333","0.447766667","0.062333333","0.043583333","0.004733333","0.12325","0.0125","0.000783333","0.000383333","1.67E-5","0.031883333","0.001016667","0.004233333","0.00165","0.003416667"
"2/3/2017","5:00","6:00","0.572466667","0.003433333","0.572466667","8.33E-5","0.17705","0.064133333","0.043483333","0.00495","0.123666667","0.012883333","0.00075","0.000166667","1.67E-5","0.031933333","0.001","0.004266667","0.001583333","0.003433333"
"2/3/2017","6:00","7:00","0.4222","0.00345","0.4222","0","0.020683333","0.0645","0.043366667","0.005066667","0.123716667","0.013083333","0.00075","5.00E-5","1.67E-5","0.03195","0.001016667","0.00425","0.001683333","0.00345"
"2/4/2017","7:00","8:00","0.421366667","0.003433333","0.421366667","1.67E-5","0.02065","0.06325","0.04335","0.005433333","0.124066667","0.0131","0.00075","5.00E-5","0","0.031916667","0.001","0.00425","0.001566667","0.003433333"
"2/4/2017","8:00","9:00","0.4195","0.003433333","0.4195","0","0.020683333","0.062266667","0.04335","0.0051","0.124016667","0.0131","0.000733333","5.00E-5","3.33E-5","0.031933333","0.001016667","0.00425","0.001666667","0.003433333"
"2/4/2017","9:00","10:00","0.506516667","0.00345","0.506516667","1.67E-5","0.108166667","0.063516667","0.0434","0.005016667","0.123883333","0.012983333","0.00075","8.33E-5","0","0.0319","0.001","0.004266667","0.001633333","0.00345"
"2/4/2017","10:00","11:00","0.6223","0.003416667","0.6223","0.0001","0.2306","0.062316667","0.0435","0.004916667","0.123583333","0.012783333","0.00075","0.0002","0","0.031883333","0.001","0.00425","0.0017","0.003416667"
"2/4/2017","11:00","12:00","0.951366667","0.003433333","0.951366667","0.00025","0.4993","0.063766667","0.043733333","0.004683333","0.123266667","0.012433333","0.000766667","0.00045","1.67E-5","0.109883333","0.001116667","0.004233333","0.001733333","0.003433333"
"2/4/2017","12:00","13:00","0.981","0.003433333","0.981","0.00025","0.4965","0.09285","0.043733333","0.005083333","0.123283333","0.012466667","0.000766667","0.0004","0","0.105166667","0.001116667","0.004216667","0.00175","0.003433333"
"2/4/2017","13:00","14:00","1.0481","0.0034","1.0481","0.000233333","0.4942","0.202616667","0.043566667","0.004783333","0.12355","0.01255","0.000783333","0.00035","1.67E-5","0.031766667","0.001016667","0.00425","0.001566667","0.0034"
"2/4/2017","14:00","15:00","1.376433333","0.003416667","1.376433333","0.000116667","0.49035","0.478366667","0.0433","0.004933333","0.123633333","0.0127","0.0007","0.000166667","0","0.03175","0.001016667","0.004216667","0.00165","0.003416667"
"2/4/2017","15:00","16:00","1.616016667","0.003416667","1.616016667","6.67E-5","0.486916667","0.680916667","0.0432","0.00505","0.123583333","0.01285","0.0007","5.00E-5","1.67E-5","0.03165","0.001","0.004233333","0.001616667","0.003416667"
"2/4/2017","16:00","17:00","1.613416667","0.0034","1.613416667","5.00E-5","0.486533333","0.679616667","0.043133333","0.005016667","0.123266667","0.012833333","0.000683333","3.33E-5","5.00E-5","0.031633333","0.001","0.0042","0.001566667","0.0034"
"2/4/2017","17:00","18:00","1.573383333","0.003433333","1.573383333","5.00E-5","0.45105","0.675666667","0.043133333","0.00545","0.123233333","0.012866667","0.000666667","3.33E-5","3.33E-5","0.031633333","0.001016667","0.004216667","0.00155","0.003433333"
"2/4/2017","18:00","19:00","1.44585","0.003416667","1.44585","5.00E-5","0.440766667","0.58075","0.0431","0.005033333","0.122883333","0.0128","0.0007","5.00E-5","1.67E-5","0.031616667","0.001","0.004216667","0.0016","0.003416667"
"2/4/2017","19:00","20:00","0.940916667","0.003416667","0.940916667","3.33E-5","0.0408","0.487833333","0.0429","0.005283333","0.123533333","0.013333333","0.00065","0.000116667","0","0.031716667","0.001","0.004216667","0.001616667","0.003416667"
"2/4/2017","20:00","21:00","0.418883333","0.0034","0.418883333","0","0.0206","0.063316667","0.043283333","0.005066667","0.12315","0.013033333","0.000716667","5.00E-5","0","0.031833333","0.001","0.00425","0.001683333","0.0034"
"2/4/2017","21:00","22:00","0.41945","0.003433333","0.41945","0","0.02065","0.06375","0.0433","0.005083333","0.123283333","0.013066667","0.00075","3.33E-5","1.67E-5","0.031883333","0.001016667","0.00425","0.00155","0.003433333"
"2/4/2017","22:00","23:00","0.418216667","0.00345","0.418216667","0","0.02065","0.062383333","0.0433","0.005466667","0.123266667","0.0131","0.000733333","5.00E-5","1.67E-5","0.031933333","0.001","0.004233333","0.001633333","0.00345"
"2/4/2017","23:00","0:00","0.4286","0.003433333","0.4286","1.67E-5","0.03065","0.06315","0.043333333","0.005066667","0.123366667","0.013083333","0.00075","5.00E-5","1.67E-5","0.031966667","0.001016667","0.004266667","0.001716667","0.003433333"
"2/4/2017","0:00","1:00","0.43665","0.003433333","0.43665","0","0.107383333","0.063383333","0.043366667","0.005066667","0.052216667","0.01305","0.00075","5.00E-5","1.67E-5","0.031966667","0.001","0.00425","0.001616667","0.003433333"
